case,stage,family,n,m,seed,mean,median,max,sd,degree,max_degree,generation_ns,feature_ns,fingerprint
13,laws,clustered_zero,2000,51918,42,37.857230037861093,33.854237445618203,99.995481435863994,33.048089637158469,25.959000000,39,3472700,1779500,3ae3d9228a7c97f5
14,laws,clustered_integer,2000,51918,42,50.710196848877075,51.000000000000000,100.000000000000000,28.944092655815432,25.959000000,39,3266700,908900,5b6b52d64324aee1
15,laws,clustered_shuffle,2000,51918,42,9.664041770625458,5.799403056894262,99.931274289797329,16.994004255706141,25.959000000,39,2845300,2048000,b2a345f488af2433
16,laws,clustered_scale,2000,51918,42,9895.978773120508777,5938.588730259724798,102329.624872752465308,17401.860357843084785,25.959000000,39,1708600,2705700,532bbb6bd9c7307b
17,laws,sparse_uniform,2000,9015,1729,49.865420748817854,49.245312134509945,99.990744390893482,28.595053639136946,4.507500000,8,448300,334400,9abcc822199b896c
18,laws,sparse_near,2000,9015,1729,50.000002600534216,50.000019006865529,50.009999921851644,0.005762214969579,4.507500000,8,606200,519200,6ff81d01befaf432
19,laws,sparse_skew,2000,9015,1729,11.885806387189264,1.392638265863529,99.996905367441329,21.118118499007732,4.507500000,8,512300,330200,8fc421aee2d0e6a4
20,laws,sparse_bimodal,2000,9015,1729,21.151414309484192,1.000000000000000,100.000000000000000,39.861140449899487,4.507500000,8,494800,130400,e5c86b07923961ec
21,laws,sparse_zero,2000,9015,1729,37.856954338041533,33.872766936058973,99.995047340280266,32.788459132548333,4.507500000,8,548000,301100,73edc17af1af21d0
22,laws,sparse_integer,2000,9015,1729,50.751525235718248,51.000000000000000,100.000000000000000,28.727552265764952,4.507500000,8,642000,313300,b58ab798ce4dc3b4
23,laws,sparse_shuffle,2000,9015,1729,49.865420748817399,49.245312134509945,99.990744390893482,28.595053639136921,4.507500000,8,489800,365300,f85a4fba4c379994
24,laws,sparse_scale,2000,9015,1729,51062.190846789482748,50427.199625738183386,102390.522256274925894,29281.334926476232795,4.507500000,8,382700,455700,ba5cc822199b896c
25,laws,clustered_uniform,2000,52192,1729,9.660953961012680,5.779697663517756,99.997921640330489,17.073342330806220,26.096000000,41,1617200,2074500,8f2ed0da92e18789
26,laws,clustered_near,2000,52192,1729,49.999963356908701,49.999931517829097,50.009998944093503,0.005785447617360,26.096000000,41,2866700,2012300,e3d48b42cb07cea2
27,laws,clustered_skew,2000,52192,1729,11.955800921310292,1.366033000535451,99.958193828422964,21.323439848296466,26.096000000,41,2918400,1952600,cfc2a24345d02834
28,laws,clustered_bimodal,2000,52192,1729,20.789757050889026,1.000000000000000,100.000000000000000,39.592315717878940,26.096000000,41,2654100,1265800,973e4908e8ef4cec
29,laws,clustered_zero,2000,52192,1729,37.779258323060617,34.082846352068024,99.999280277637325,32.996038263424438,26.096000000,41,4585000,1747000,fb52a893f9b15113
30,laws,clustered_integer,2000,52192,1729,50.461066830165542,50.000000000000000,100.000000000000000,28.915271797601822,26.096000000,41,3060500,1001600,b13cb360522c67f8
31,laws,clustered_shuffle,2000,52192,1729,9.660953961012620,5.779697663517756,99.997921640330489,17.073342330806170,26.096000000,41,2887700,2604700,5b46990fa7e95b47
32,laws,clustered_scale,2000,52192,1729,9892.816856076984550,5918.410407442182077,102397.871759698420647,17483.102546745569271,26.096000000,41,1827000,2598200,a2aed0da92e18789
33,laws,sparse_uniform,2000,8953,2026,50.476782876315490,50.609421325895845,99.980876573504375,28.583078316676474,4.476500000,8,417700,340500,7b850489bbf0a082
34,laws,sparse_near,2000,8953,2026,50.000006446697867,50.000020590451470,50.009997867983444,0.005820171395501,4.476500000,8,536500,323900,201890d67195c71f
35,laws,sparse_skew,2000,8953,2026,12.276489455227846,1.393135018107200,99.915603638018567,21.692173794765854,4.476500000,8,531000,317200,e6624fbc31087337
36,laws,sparse_bimodal,2000,8953,2026,21.235675192672847,1.000000000000000,100.000000000000000,39.923042138237243,4.476500000,8,588100,180200,da72143e4d297b7c
37,laws,sparse_zero,2000,8953,2026,38.009881081571798,34.276961261636416,99.987164725194276,33.193003223036982,4.476500000,8,617900,390000,970a3d2966d4c768
38,laws,sparse_integer,2000,8953,2026,50.891544733608846,51.000000000000000,100.000000000000000,28.826525618604681,4.476500000,8,941600,332900,83022e59cdeaf65a
39,laws,sparse_shuffle,2000,8953,2026,50.476782876315426,50.609421325895845,99.980876573504375,28.583078316676499,4.476500000,8,504300,322300,e6d99141285ce060
40,laws,sparse_scale,2000,8953,2026,51688.225665347061295,51824.047437717345019,102380.417611268479959,29269.072196276709292,4.476500000,8,425800,315000,72650489bbf0a082
41,laws,clustered_uniform,2000,52301,2026,9.597786261868082,5.766693610281732,99.998313295975834,16.834806970947358,26.150500000,38,1795600,2006700,02f81521858ff2da
42,laws,clustered_near,2000,52301,2026,49.999994109515853,49.999980424114455,50.009999923104033,0.005777499608286,26.150500000,38,2885100,2313200,feb09f95b2ccd1db
43,laws,clustered_skew,2000,52301,2026,12.001632103118551,1.380703793376136,99.996954960539483,21.299213062279449,26.150500000,38,2830900,1816200,619c05f02cabe354
44,laws,clustered_bimodal,2000,52301,2026,20.932123668763502,1.000000000000000,100.000000000000000,39.698749215315225,26.150500000,38,2928300,488000,72c81a0c4505d76c
45,laws,clustered_zero,2000,52301,2026,37.892334633251409,34.052553062988373,99.997667956649806,33.045937937180952,26.150500000,38,3150200,1729500,23c3281cf66cd1d0
46,laws,clustered_integer,2000,52301,2026,50.430068258733101,50.000000000000000,100.000000000000000,28.887772880790223,26.150500000,38,3253700,1109000,3c2867a1266409ce
47,laws,clustered_shuffle,2000,52301,2026,9.597786261868196,5.766693610281732,99.998313295975834,16.834806970947355,26.150500000,38,2839800,2410900,5940465c39934d6e
48,laws,clustered_scale,2000,52301,2026,9828.133132152916005,5905.094256928493451,102398.272815079253633,17238.842338250095054,26.150500000,38,1653800,3053800,9a581521858ff2da
