key,panel,family,n,seed,source,round,binary,degree4,ratio,margin_ms
core:20,core,sparse,2000,1729,666,6,402700.0,514400.0,0.7828538102643857,-0.1117
core:20,core,sparse,2000,1729,666,7,394100.0,471700.0,0.8354886580453679,-0.0776
core:20,core,sparse,2000,1729,666,8,395000.0,467900.0,0.8441974780936098,-0.0729
core:20,core,sparse,2000,1729,666,9,409400.0,464700.0,0.8809984936518184,-0.0553
core:20,core,sparse,2000,1729,666,10,398100.0,872900.0,0.45606598694008477,-0.4748
core:20,core,sparse,2000,1729,666,11,452600.0,447500.0,1.0113966480446928,0.0051
core:20,core,sparse,2000,1729,1333,0,398500.0,450800.0,0.8839840283939663,-0.0523
core:20,core,sparse,2000,1729,1333,1,495600.0,512500.0,0.9670243902439024,-0.0169
core:20,core,sparse,2000,1729,1333,2,423700.0,623100.0,0.6799871609693469,-0.1994
core:20,core,sparse,2000,1729,1333,3,420300.0,452100.0,0.9296615792966157,-0.0318
core:20,core,sparse,2000,1729,1333,4,405300.0,444600.0,0.9116059379217274,-0.0393
core:20,core,sparse,2000,1729,1333,5,393000.0,425300.0,0.9240536092170233,-0.0323
core:20,core,sparse,2000,1729,1333,6,411100.0,581400.0,0.7070863433092536,-0.1703
core:20,core,sparse,2000,1729,1333,7,404000.0,497200.0,0.8125502815768303,-0.0932
core:20,core,sparse,2000,1729,1333,8,432100.0,472400.0,0.9146909398814564,-0.0403
core:20,core,sparse,2000,1729,1333,9,487600.0,448100.0,1.0881499665253291,0.0395
