key,panel,family,n,seed,source,arm,median_margin_ms,margin_q25_ms,margin_q75_ms,median_ratio,positive_rounds,rounds
core:24,core,clustered,2000,1729,666,binary,0.045149999999999996,0.026775,0.06470000000000001,1.0584977243843634,11,12
core:24,core,clustered,2000,1729,1333,binary,0.049049999999999996,0.0224,0.106625,1.0636325566650202,10,12
core:25,core,clustered,5000,1729,1666,binary,0.26415,0.1857,0.8188500000000001,1.1062526815270672,10,12
core:25,core,clustered,5000,1729,3333,binary,0.10115,-0.003825000000000002,0.2363,1.0384178026797373,9,12
core:26,core,clustered,10000,1729,3333,binary,0.25035,-0.382675,0.47515,1.0340629107882218,7,12
core:26,core,clustered,10000,1729,6666,binary,0.26505,0.11500000000000002,0.555975,1.033538834193354,10,12
core:27,core,dense,1000,1729,333,binary,0.09675,0.06367500000000001,0.1031,1.1396850910283747,10,12
core:27,core,dense,1000,1729,666,binary,0.11345,0.087175,0.12980000000000003,1.1720116440079869,11,12
core:28,core,dense,2000,1729,666,binary,0.38665,0.232325,0.462975,1.203143692640587,11,12
core:28,core,dense,2000,1729,1333,binary,0.38734999999999997,0.19932499999999997,0.453675,1.1747437981888194,9,12
core:29,core,dense,5000,1729,1666,binary,1.90305,1.48675,2.0093,1.2783060676399285,11,12
core:29,core,dense,5000,1729,3333,binary,1.63395,1.3662999999999998,1.974275,1.2306810649210023,12,12
core:3,core,sparse,5000,42,1666,binary,-0.091,-0.203125,-0.050025,0.9320441840684336,0,12
core:3,core,sparse,5000,42,3333,binary,-0.0916,-0.246475,-0.056925,0.9226461515425459,1,12
core:30,core,grid,1000,1729,333,binary,-0.00155,-0.003275,0.004175,0.9839925189295716,5,12
core:30,core,grid,1000,1729,666,binary,-0.0054,-0.006325,-0.00245,0.9459686024994904,1,12
core:31,core,grid,2000,1729,666,binary,-0.0083,-0.014325000000000001,-0.0028250000000000003,0.9615029484474753,1,12
core:31,core,grid,2000,1729,1333,binary,-0.007500000000000001,-0.010025,0.0028,0.9643395908639811,4,12
core:32,core,grid,5000,1729,1666,binary,-0.0185,-0.025425,-0.00695,0.9672491261694065,2,12
core:32,core,grid,5000,1729,3333,binary,-0.025,-0.032525,-0.020200000000000003,0.9561830849584567,0,12
core:33,core,grid,10000,1729,3333,binary,-0.0506,-0.0819,0.067625,0.9572647593998516,4,12
core:33,core,grid,10000,1729,6666,binary,-0.064,-0.1204,-0.01335,0.9478045783406961,1,12
core:34,core,roadlike,1000,1729,333,binary,-0.0007,-0.004125,0.006325,0.9933717617438548,5,12
core:34,core,roadlike,1000,1729,666,binary,-0.00295,-0.0063750000000000005,-0.0011,0.9743786297480128,2,12
core:35,core,roadlike,2000,1729,666,binary,-0.00785,-0.0115,-0.003725,0.9651357833463399,1,12
core:35,core,roadlike,2000,1729,1333,binary,-0.0127,-0.021925,-0.0023,0.9440721704492318,3,12
core:36,core,roadlike,5000,1729,1666,binary,-0.03634999999999999,-0.202375,-0.022275,0.9381663621789328,0,12
core:36,core,roadlike,5000,1729,3333,binary,-0.0514,-0.094375,-0.028125,0.9200337520980415,0,12
core:37,core,sparse,1000,2026,333,binary,-0.00625,-0.007075,-0.0053750000000000004,0.9558494289075248,0,12
core:37,core,sparse,1000,2026,666,binary,-0.0039,-0.0081,-0.002425,0.9724138327987923,1,12
core:38,core,sparse,2000,2026,666,binary,-0.010950000000000001,-0.020725,-0.005875,0.9642827068582559,3,12
core:38,core,sparse,2000,2026,1333,binary,-0.0088,-0.010525,-0.0031750000000000003,0.97122720029696,3,12
core:39,core,sparse,5000,2026,1666,binary,-0.03175,-0.0414,-0.010700000000000001,0.9618833103486604,3,12
core:39,core,sparse,5000,2026,3333,binary,-0.051949999999999996,-0.06384999999999999,-0.026525,0.9398554289177115,2,12
core:4,core,sparse,10000,42,3333,binary,-0.0115,-0.229925,0.091175,0.9953593694527982,6,12
core:4,core,sparse,10000,42,6666,binary,0.12714999999999999,-0.0875,0.3443,1.0507076192440352,8,12
core:40,core,sparse,10000,2026,3333,binary,-0.0656,-0.12415000000000001,-0.0335,0.9654164432378813,2,12
core:40,core,sparse,10000,2026,6666,binary,-0.04745,-0.06675,0.031675,0.9752760876708109,4,12
core:41,core,clustered,1000,2026,333,binary,0.01145,0.00085,0.015125,1.0454861876804746,9,12
